similarity_mean,similarity_max,similarity_min,logical_mean,logical_max,logical_min,specificity,label
0.9163385,0.9219917,0.9106853,0.6,0.7,0.5,0.44999999999999996,0
0.88096046,0.895072,0.8668489,0.7,0.7,0.7,0.45,0
0.9121092,0.9288793,0.90116477,0.475,0.9,0.3,0.4,0
0.91777986,0.91777986,0.91777986,0.9,0.9,0.9,0.6,0
0.9231337,0.9231337,0.9231337,0.9,0.9,0.9,0.7,0
0.87413734,0.88038677,0.8678879,0.5,0.7,0.3,0.44999999999999996,0
0.8812735,0.9027439,0.85980314,0.6499999999999999,0.7,0.6,0.4,0
0.89944875,0.91197175,0.8869258,0.7,0.7,0.7,0.55,0
0.8979424,0.9162395,0.8796453,0.6499999999999999,0.7,0.6,0.55,0
0.88173187,0.89506507,0.86839867,0.75,0.8,0.7,0.65,0
0.890201,0.92995554,0.85044634,0.8,1.0,0.6,0.44999999999999996,0
0.89401186,0.89401186,0.89401186,0.8,0.8,0.8,0.6,0
0.8828331,0.88471717,0.8809491,0.7,0.7,0.7,0.4,0
0.90320456,0.904288,0.90212107,0.7,0.7,0.7,0.5,0
0.88249874,0.91191274,0.85308474,0.6,0.6,0.6,0.5,0
0.8122115,0.81968915,0.80473393,0.6499999999999999,0.7,0.6,0.75,0
0.87179005,0.9086,0.845194,0.825,1.0,0.7,0.6749999999999999,0
0.88529915,0.93885165,0.8562407,0.6333333333333333,0.9,0.4,0.5,0
0.8912218,0.93233144,0.8631237,0.6666666666666666,0.9,0.3,0.5333333333333333,0
0.86679554,0.8856893,0.85680985,0.7333333333333334,0.9,0.4,0.6999999999999998,0
0.8821702,0.92144185,0.8607874,0.5,0.8,0.2,0.48333333333333334,0
0.8943245,0.8943245,0.8943245,0.9,0.9,0.9,0.8,0
0.88424224,0.88424224,0.88424224,0.9,0.9,0.9,0.5,0
0.89904904,0.9130801,0.86964107,0.8250000000000001,0.9,0.7,0.625,0
0.86148757,0.8929016,0.82873774,0.775,1.0,0.6,0.55,0
0.9112068,0.9126424,0.90977114,0.44999999999999996,0.6,0.3,0.4,0
0.86615306,0.87595314,0.856353,0.8,0.9,0.7,0.6,0
0.9152142,0.9188976,0.91153073,0.9,1.0,0.8,0.55,0
0.9378954,0.9378954,0.9378954,1.0,1.0,1.0,0.7,0
0.8737043,0.912072,0.8209966,0.74,0.9,0.6,0.625,0
0.89922696,0.9255856,0.8782268,0.6,0.7,0.4,0.6,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.80528635,0.80528635,0.80528635,0.3,0.3,0.3,0.3,0
0.8733467,0.8733467,0.8733467,0.9,0.9,0.9,0.3,0
0.84312475,0.84312475,0.84312475,1.0,1.0,1.0,0.7,0
0.8163885,0.8163885,0.8163885,0.6,0.6,0.6,0.3,0
0.82809126,0.83841777,0.81776476,0.6,0.9,0.3,0.55,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.86372155,0.86372155,0.86372155,0.6,0.6,0.6,0.3,0
0.81523675,0.8234416,0.8094552,0.26666666666666666,0.4,0.1,0.5666666666666667,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8666065,0.8666065,0.8666065,0.6,0.6,0.6,0.6,0
0.8624741,0.8624741,0.8624741,0.7,0.7,0.7,0.7,0
0.82677215,0.82677215,0.82677215,0.7,0.7,0.7,0.3,0
0.8279119,0.8279119,0.8279119,0.9,0.9,0.9,0.8,0
0.8763833,0.92865056,0.8241161,0.5,0.7,0.3,0.4,0
0.8362938,0.8362938,0.8362938,0.3,0.3,0.3,0.5,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8823844,0.93606955,0.82869935,0.6000000000000001,0.8,0.4,0.55,0
0.91436833,0.92114055,0.906502,0.5,0.7,0.2,0.43333333333333335,0
0.8554487,0.8554487,0.8554487,0.4,0.4,0.4,0.6,0
0.8183984,0.84139234,0.8019538,0.4333333333333333,0.7,0.3,0.5,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8064561,0.8064561,0.8064561,0.3,0.3,0.3,0.3,0
0.8589775,0.8805594,0.8397229,0.54,0.9,0.3,0.48,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8842151,0.9039544,0.8644758,0.35,0.4,0.3,0.44999999999999996,0
0.8524513,0.9180612,0.80609447,0.31666666666666665,0.7,0.1,0.3166666666666667,0
0.86363095,0.8990261,0.8103997,0.19999999999999998,0.3,0.0,0.43333333333333335,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8048861,0.8048861,0.8048861,0.6,0.6,0.6,0.6,0
0.84830236,0.90503657,0.8023612,0.5499999999999999,1.0,0.3,0.5166666666666667,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.81299,0.8176704,0.8083096,0.7,0.8,0.6,0.4,0
0.8038386,0.8038386,0.8038386,1.0,1.0,1.0,0.8,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.87633353,0.9275575,0.8156843,0.6,0.9,0.4,0.39999999999999997,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.865403,0.8858549,0.8529241,0.8333333333333334,0.9,0.7,0.7000000000000001,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.82579917,0.85611635,0.80178547,0.39999999999999997,0.5,0.3,0.55,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8499887,0.8965503,0.8142082,0.625,0.8,0.3,0.5,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8892862,0.8990827,0.8842484,0.4666666666666666,0.8,0.3,0.3666666666666667,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.80951333,0.81873554,0.8002911,0.4,0.5,0.3,0.35,0
0.91098475,0.9571241,0.8847732,0.7333333333333334,1.0,0.3,0.5666666666666668,0
0.84790534,0.84790534,0.84790534,0.9,0.9,0.9,0.7,0
0.8652305,0.8662115,0.8642495,0.65,1.0,0.3,0.7,0
0.83407074,0.83407074,0.83407074,0.6,0.6,0.6,0.5,0
0.81023467,0.81023467,0.81023467,1.0,1.0,1.0,0.9,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8149994,0.8366294,0.8004354,0.575,0.6,0.5,0.3,0
0.82842034,0.89053637,0.80075634,0.41,0.8,0.2,0.37,0
0.8097914,0.8097914,0.8097914,0.9,0.9,0.9,0.9,0
0.8634012,0.87122214,0.85558015,0.35,0.7,0.0,0.6,0
0.865392,0.8733269,0.85685694,0.3333333333333333,0.4,0.3,0.3333333333333333,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8135007,0.8135007,0.8135007,0.7,0.7,0.7,0.3,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8118658,0.8118658,0.8118658,0.0,0.0,0.0,0.8,0
0.8000005,0.8000005,0.8000005,1.0,1.0,1.0,0.9,0
0.8232746,0.8232746,0.8232746,0.3,0.3,0.3,0.1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.88041145,0.9229237,0.8349165,0.5333333333333333,0.7,0.3,0.4666666666666666,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.83071005,0.8368697,0.82455045,0.2,0.4,0.0,0.4,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.878857,0.88146514,0.87624884,0.4,0.6,0.2,0.44999999999999996,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8064325,0.8093151,0.8035499,0.75,0.8,0.7,0.8,0
0.8346294,0.8525221,0.81673676,0.6499999999999999,0.7,0.6,0.6,0
0.84759176,0.8717829,0.82454765,0.36,0.6,0.2,0.44000000000000006,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8688414,0.9173241,0.8377644,0.5333333333333333,1.0,0.3,0.5333333333333333,0
0.9056473,0.9056473,0.9056473,0.4,0.4,0.4,0.3,0
0.8527686,0.8527686,0.8527686,0.3,0.3,0.3,0.4,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8272372,0.8455403,0.8034543,0.6,1.0,0.4,0.7333333333333334,0
0.83948374,0.8879882,0.80617416,0.4,0.6,0.1,0.7000000000000001,0
0.836934,0.87012017,0.8037478,0.95,1.0,0.9,0.8,0
0.8900273,0.90799546,0.87205917,0.6,0.9,0.3,0.5,0
0.859975,0.859975,0.859975,1.0,1.0,1.0,0.5,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.80565286,0.80565286,0.80565286,0.3,0.3,0.3,0.6,0
0.84346735,0.8524511,0.8344837,0.6,0.9,0.3,0.6000000000000001,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.88528603,0.9213293,0.8333169,0.3333333333333333,0.5,0.1,0.7,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.84450245,0.8746812,0.8143238,0.45,0.9,0.0,0.8500000000000001,0
0.84801084,0.84801084,0.84801084,0.9,0.9,0.9,0.9,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.82558054,0.82558054,0.82558054,0.9,0.9,0.9,0.8,0
0.8626022,0.8626022,0.8626022,0.4,0.4,0.4,0.4,0
0.807247,0.807247,0.807247,0.3,0.3,0.3,0.3,0
0.8861476,0.8861476,0.8861476,0.9,0.9,0.9,0.3,0
0.8476616,0.8476616,0.8476616,0.3,0.3,0.3,0.3,0
0.8771174,0.8771174,0.8771174,0.9,0.9,0.9,0.7,0
0.9171673,0.932298,0.9020366,0.8,0.8,0.8,0.6,0
0.8496732,0.8596754,0.839671,0.6499999999999999,0.7,0.6,0.7,0
0.87838614,0.87838614,0.87838614,0.4,0.4,0.4,0.5,0
0.912847,0.912847,0.912847,0.9,0.9,0.9,0.6,0
0.83809704,0.83809704,0.83809704,0.8,0.8,0.8,0.8,0
0.8047695,0.8047695,0.8047695,0.3,0.3,0.3,0.6,0
0.8418404,0.8698926,0.8137882,0.75,0.8,0.7,0.8,0
0.92889434,0.92889434,0.92889434,1.0,1.0,1.0,0.8,0
0.8612338,0.8612338,0.8612338,1.0,1.0,1.0,0.8,0
0.92493474,0.92558306,0.9242865,0.75,0.9,0.6,0.6499999999999999,0
0.84693813,0.866199,0.82767725,0.6,0.7,0.5,0.8,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8870058,0.9280949,0.8459167,0.85,1.0,0.7,0.7,0
0.8394359,0.8707044,0.80510455,0.5333333333333333,0.8,0.2,0.6333333333333333,0
0.86280733,0.86280733,0.86280733,0.6,0.6,0.6,0.3,0
0.8275493,0.8470971,0.80800146,0.3,0.3,0.3,0.3,0
0.8273602,0.8273602,0.8273602,0.9,0.9,0.9,0.7,0
0.8167089,0.8167089,0.8167089,0.4,0.4,0.4,0.3,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.86822015,0.8843648,0.8520755,0.3,0.3,0.3,0.3,0
0.81944436,0.82494456,0.81394416,0.6499999999999999,0.7,0.6,0.55,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8311181,0.83452374,0.82771254,0.9,0.9,0.9,0.75,0
0.8675108,0.8886576,0.8472649,0.6333333333333333,1.0,0.3,0.5666666666666668,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8015323,0.8015323,0.8015323,0.3,0.3,0.3,0.3,0
0.8731686,0.8731686,0.8731686,0.5,0.5,0.5,0.4,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8481145,0.8794371,0.81679195,0.7,0.8,0.6,0.5,0
0.8292572,0.87073874,0.8019323,0.6333333333333334,0.8,0.4,0.5666666666666667,0
0.8425349,0.87181544,0.8308473,0.45,0.6,0.3,0.425,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8144625,0.8144625,0.8144625,0.7,0.7,0.7,0.3,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8521246,0.8521246,0.8521246,0.3,0.3,0.3,0.5,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8115792,0.8115792,0.8115792,0.9,0.9,0.9,0.8,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.84725994,0.84725994,0.84725994,0.7,0.7,0.7,0.5,0
0.8010248,0.8010248,0.8010248,1.0,1.0,1.0,0.8,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8634747,0.8776358,0.8493136,0.39999999999999997,0.7,0.1,0.3,0
0.80495995,0.8097232,0.8001967,0.15,0.3,0.0,0.44999999999999996,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8727743,0.8727743,0.8727743,0.6,0.6,0.6,0.8,0
0.8803483,0.9408946,0.8132718,0.55,0.8,0.3,0.475,0
0.88649267,0.9113314,0.8616539,0.8,0.9,0.7,0.7,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8229575,0.8229575,0.8229575,0.3,0.3,0.3,0.3,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8806906,0.9241188,0.8372623,0.75,0.9,0.6,0.55,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.845777,0.87341803,0.80671257,0.5,0.7,0.4,0.5333333333333333,0
0.8150593,0.8213686,0.80875003,0.55,0.7,0.4,0.8,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.8166303,0.8166303,0.8166303,0.4,0.4,0.4,0.3,0
0.80619,0.80619,0.80619,0.4,0.4,0.4,0.7,0
